year,month,crop_name,region,inflation_index,price_per_kg,lag_1m,lag_3m,lag_6m,lag_12m,rolling_3m_avg
2021,3,Sorghum (yellow),Afar,0.625,39.88,37.51,28.48,32.4,33.17,33.77
2021,4,Sorghum (yellow),Afar,0.6375,41.59,39.88,35.31,28.41,36.17,37.57
2021,5,Sorghum (yellow),Afar,0.6502,42.67,41.59,37.51,27.11,38.71,39.66
2021,6,Sorghum (yellow),Afar,0.6632,40.7,42.67,39.88,28.48,37.21,41.38
2021,7,Sorghum (yellow),Afar,0.6765,39.93,40.7,41.59,35.31,36.45,41.65
2021,8,Sorghum (yellow),Afar,0.69,40.66,39.93,42.67,37.51,35.65,41.1
2021,9,Sorghum (yellow),Afar,0.7038,39.36,40.66,40.7,39.88,32.4,40.43
2021,10,Sorghum (yellow),Afar,0.7178,33.81,39.36,39.93,41.59,28.41,39.98
2021,11,Sorghum (yellow),Afar,0.7322,36.15,33.81,40.66,42.67,27.11,37.94
2021,12,Sorghum (yellow),Afar,0.7468,35.89,36.15,39.36,40.7,28.48,36.44
2022,1,Sorghum (yellow),Afar,0.7652,44.11,35.89,33.81,39.93,35.31,35.28
2022,2,Sorghum (yellow),Afar,0.7841,48.19,44.11,36.15,40.66,37.51,38.72
2022,3,Sorghum (yellow),Afar,0.8034,54.57,48.19,35.89,39.36,39.88,42.73
2022,4,Sorghum (yellow),Afar,0.8232,58.26,54.57,44.11,33.81,41.59,48.96
2022,5,Sorghum (yellow),Afar,0.8434,61.66,58.26,48.19,36.15,42.67,53.67
2022,6,Sorghum (yellow),Afar,0.8642,59.69,61.66,54.57,35.89,40.7,58.16
2022,7,Sorghum (yellow),Afar,0.8855,57.46,59.69,58.26,44.11,39.93,59.87
2022,8,Sorghum (yellow),Afar,0.9073,58.24,57.46,61.66,48.19,40.66,59.6
2022,9,Sorghum (yellow),Afar,0.9296,55.66,58.24,59.69,54.57,39.36,58.46
2022,10,Sorghum (yellow),Afar,0.9525,51.32,55.66,57.46,58.26,33.81,57.12
2022,11,Sorghum (yellow),Afar,0.976,47.0,51.32,58.24,61.66,36.15,55.07
2022,12,Sorghum (yellow),Afar,1.0,52.51,47.0,55.66,59.69,35.89,51.33
2023,1,Sorghum (yellow),Afar,1.0222,63.94,52.51,51.32,57.46,44.11,50.28
2023,2,Sorghum (yellow),Afar,1.045,71.01,63.94,47.0,58.24,48.19,54.48
2023,3,Sorghum (yellow),Afar,1.0682,73.28,71.01,52.51,55.66,54.57,62.49
2023,4,Sorghum (yellow),Afar,1.092,77.81,73.28,63.94,51.32,58.26,69.41
2023,5,Sorghum (yellow),Afar,1.1162,82.7,77.81,71.01,47.0,61.66,74.03
2023,6,Sorghum (yellow),Afar,1.1411,74.23,82.7,73.28,52.51,59.69,77.93
2023,7,Sorghum (yellow),Afar,1.1664,78.99,74.23,77.81,63.94,57.46,78.25
2023,8,Sorghum (yellow),Afar,1.1924,77.47,78.99,82.7,71.01,58.24,78.64
2023,9,Sorghum (yellow),Afar,1.2189,76.43,77.47,74.23,73.28,55.66,76.9
2023,10,Sorghum (yellow),Afar,1.246,65.84,76.43,78.99,77.81,51.32,77.63
2023,11,Sorghum (yellow),Afar,1.2737,65.36,65.84,77.47,82.7,47.0,73.25
2023,12,Sorghum (yellow),Afar,1.302,70.0,65.36,76.43,74.23,52.51,69.21
2024,1,Sorghum (yellow),Afar,1.3173,74.56,70.0,65.84,78.99,63.94,67.07
2024,2,Sorghum (yellow),Afar,1.3327,84.03,74.56,65.36,77.47,71.01,69.97
2024,3,Sorghum (yellow),Afar,1.3483,81.23,84.03,70.0,76.43,73.28,76.2
2024,4,Sorghum (yellow),Afar,1.3641,87.4,81.23,74.56,65.84,77.81,79.94
2024,5,Sorghum (yellow),Afar,1.3801,88.99,87.4,84.03,65.36,82.7,84.22
2024,6,Sorghum (yellow),Afar,1.3962,84.62,88.99,81.23,70.0,74.23,85.87
2024,7,Sorghum (yellow),Afar,1.4126,83.28,84.62,87.4,74.56,78.99,87.0
2024,8,Sorghum (yellow),Afar,1.4291,81.12,83.28,88.99,84.03,77.47,85.63
2024,9,Sorghum (yellow),Afar,1.4459,80.28,81.12,84.62,81.23,76.43,83.01
2024,10,Sorghum (yellow),Afar,1.4628,70.38,80.28,83.28,87.4,65.84,81.56
2024,11,Sorghum (yellow),Afar,1.48,66.54,70.38,81.12,88.99,65.36,77.26
2024,12,Sorghum (yellow),Afar,1.4973,72.33,66.54,80.28,84.62,70.0,72.4
2015,1,Sorghum (yellow),Amhara,0.2882,14.23,,,,,
2015,2,Sorghum (yellow),Amhara,0.2905,14.54,14.23,,,,14.23
2015,3,Sorghum (yellow),Amhara,0.2929,15.76,14.54,,,,14.38
2015,4,Sorghum (yellow),Amhara,0.2952,16.03,15.76,14.23,,,14.84
2015,5,Sorghum (yellow),Amhara,0.2976,16.39,16.03,14.54,,,15.44
2015,6,Sorghum (yellow),Amhara,0.3,15.7,16.39,15.76,,,16.06
2015,7,Sorghum (yellow),Amhara,0.3024,15.29,15.7,16.03,14.23,,16.04
2015,8,Sorghum (yellow),Amhara,0.3049,15.02,15.29,16.39,14.54,,15.79
2015,9,Sorghum (yellow),Amhara,0.3073,14.21,15.02,15.7,15.76,,15.34
2015,10,Sorghum (yellow),Amhara,0.3098,12.82,14.21,15.29,16.03,,14.84
2015,11,Sorghum (yellow),Amhara,0.3123,12.44,12.82,15.02,16.39,,14.02
2015,12,Sorghum (yellow),Amhara,0.3148,13.21,12.44,14.21,15.7,,13.16
2016,1,Sorghum (yellow),Amhara,0.3166,15.84,13.21,12.82,15.29,14.23,12.82
2016,2,Sorghum (yellow),Amhara,0.3185,16.83,15.84,12.44,15.02,14.54,13.83
2016,3,Sorghum (yellow),Amhara,0.3204,17.2,16.83,13.21,14.21,15.76,15.29
2016,4,Sorghum (yellow),Amhara,0.3223,16.72,17.2,15.84,12.82,16.03,16.62
2016,5,Sorghum (yellow),Amhara,0.3242,17.17,16.72,16.83,12.44,16.39,16.92
2016,6,Sorghum (yellow),Amhara,0.3261,17.19,17.17,17.2,13.21,15.7,17.03
2016,7,Sorghum (yellow),Amhara,0.328,16.87,17.19,16.72,15.84,15.29,17.03
2016,8,Sorghum (yellow),Amhara,0.3299,18.02,16.87,17.17,16.83,15.02,17.08
2016,9,Sorghum (yellow),Amhara,0.3319,17.3,18.02,17.19,17.2,14.21,17.36
2016,10,Sorghum (yellow),Amhara,0.3338,14.62,17.3,16.87,16.72,12.82,17.4
2016,11,Sorghum (yellow),Amhara,0.3358,14.32,14.62,18.02,17.17,12.44,16.65
2016,12,Sorghum (yellow),Amhara,0.3378,14.63,14.32,17.3,17.19,13.21,15.41
2017,1,Sorghum (yellow),Amhara,0.3404,16.1,14.63,14.62,16.87,15.84,14.52
2017,2,Sorghum (yellow),Amhara,0.3431,17.15,16.1,14.32,18.02,16.83,15.02
2017,3,Sorghum (yellow),Amhara,0.3458,16.99,17.15,14.63,17.3,17.2,15.96
2017,4,Sorghum (yellow),Amhara,0.3486,18.41,16.99,16.1,14.62,16.72,16.75
2017,5,Sorghum (yellow),Amhara,0.3513,19.91,18.41,17.15,14.32,17.17,17.52
2017,6,Sorghum (yellow),Amhara,0.3541,18.66,19.91,16.99,14.63,17.19,18.44
2017,7,Sorghum (yellow),Amhara,0.3569,17.94,18.66,18.41,16.1,16.87,18.99
2017,8,Sorghum (yellow),Amhara,0.3597,17.61,17.94,19.91,17.15,18.02,18.84
2017,9,Sorghum (yellow),Amhara,0.3626,17.29,17.61,18.66,16.99,17.3,18.07
2017,10,Sorghum (yellow),Amhara,0.3654,15.36,17.29,17.94,18.41,14.62,17.61
2017,11,Sorghum (yellow),Amhara,0.3683,15.41,15.36,17.61,19.91,14.32,16.75
2017,12,Sorghum (yellow),Amhara,0.3712,15.08,15.41,17.29,18.66,14.63,16.02
2018,1,Sorghum (yellow),Amhara,0.3752,18.16,15.08,15.36,17.94,16.1,15.28
2018,2,Sorghum (yellow),Amhara,0.3793,19.29,18.16,15.41,17.61,17.15,16.22
2018,3,Sorghum (yellow),Amhara,0.3834,20.64,19.29,15.08,17.29,16.99,17.51
2018,4,Sorghum (yellow),Amhara,0.3876,20.77,20.64,18.16,15.36,18.41,19.36
2018,5,Sorghum (yellow),Amhara,0.3918,22.34,20.77,19.29,15.41,19.91,20.23
2018,6,Sorghum (yellow),Amhara,0.396,20.76,22.34,20.64,15.08,18.66,21.25
2018,7,Sorghum (yellow),Amhara,0.4003,20.37,20.76,20.77,18.16,17.94,21.29
2018,8,Sorghum (yellow),Amhara,0.4046,20.53,20.37,22.34,19.29,17.61,21.16
2018,9,Sorghum (yellow),Amhara,0.409,18.38,20.53,20.76,20.64,17.29,20.55
2018,10,Sorghum (yellow),Amhara,0.4134,17.0,18.38,20.37,20.77,15.36,19.76
2018,11,Sorghum (yellow),Amhara,0.4179,16.34,17.0,20.53,22.34,15.41,18.64
2018,12,Sorghum (yellow),Amhara,0.4224,17.87,16.34,18.38,20.76,15.08,17.24
2019,1,Sorghum (yellow),Amhara,0.4276,22.07,17.87,17.0,20.37,18.16,17.07
2019,2,Sorghum (yellow),Amhara,0.4329,22.07,22.07,16.34,20.53,19.29,18.76
2019,3,Sorghum (yellow),Amhara,0.4382,23.98,22.07,17.87,18.38,20.64,20.67
2019,4,Sorghum (yellow),Amhara,0.4436,23.83,23.98,22.07,17.0,20.77,22.71
2019,5,Sorghum (yellow),Amhara,0.4491,24.88,23.83,22.07,16.34,22.34,23.29
2019,6,Sorghum (yellow),Amhara,0.4546,24.58,24.88,23.98,17.87,20.76,24.23
2019,7,Sorghum (yellow),Amhara,0.4602,23.38,24.58,23.83,22.07,20.37,24.43
2019,8,Sorghum (yellow),Amhara,0.4658,22.48,23.38,24.88,22.07,20.53,24.28
2019,9,Sorghum (yellow),Amhara,0.4716,23.12,22.48,24.58,23.98,18.38,23.48
2019,10,Sorghum (yellow),Amhara,0.4774,19.76,23.12,23.38,23.83,17.0,22.99
2019,11,Sorghum (yellow),Amhara,0.4832,19.0,19.76,22.48,24.88,16.34,21.79
2019,12,Sorghum (yellow),Amhara,0.4892,19.08,19.0,23.12,24.58,17.87,20.63
2020,1,Sorghum (yellow),Amhara,0.4968,24.54,19.08,19.76,23.38,22.07,19.28
2020,2,Sorghum (yellow),Amhara,0.5046,25.14,24.54,19.0,22.48,22.07,20.87
2020,3,Sorghum (yellow),Amhara,0.5124,27.14,25.14,19.08,23.12,23.98,22.92
2020,4,Sorghum (yellow),Amhara,0.5204,30.58,27.14,24.54,19.76,23.83,25.61
2020,5,Sorghum (yellow),Amhara,0.5285,34.5,30.58,25.14,19.0,24.88,27.62
2020,6,Sorghum (yellow),Amhara,0.5368,29.83,34.5,27.14,19.08,24.58,30.74
2020,7,Sorghum (yellow),Amhara,0.5451,30.47,29.83,30.58,24.54,23.38,31.64
2020,8,Sorghum (yellow),Amhara,0.5536,29.57,30.47,34.5,25.14,22.48,31.6
2020,9,Sorghum (yellow),Amhara,0.5623,28.24,29.57,29.83,27.14,23.12,29.96
2020,10,Sorghum (yellow),Amhara,0.571,23.13,28.24,30.47,30.58,19.76,29.43
2020,11,Sorghum (yellow),Amhara,0.5799,22.5,23.13,29.57,34.5,19.0,26.98
2020,12,Sorghum (yellow),Amhara,0.589,24.41,22.5,28.24,29.83,19.08,24.62
2021,1,Sorghum (yellow),Amhara,0.6008,34.56,24.41,23.13,30.47,24.54,23.35
2021,2,Sorghum (yellow),Amhara,0.6128,36.74,34.56,22.5,29.57,25.14,27.16
2021,3,Sorghum (yellow),Amhara,0.625,38.56,36.74,24.41,28.24,27.14,31.9
2021,4,Sorghum (yellow),Amhara,0.6375,40.6,38.56,34.56,23.13,30.58,36.62
2021,5,Sorghum (yellow),Amhara,0.6502,40.29,40.6,36.74,22.5,34.5,38.63
2021,6,Sorghum (yellow),Amhara,0.6632,39.11,40.29,38.56,24.41,29.83,39.82
2021,7,Sorghum (yellow),Amhara,0.6765,38.79,39.11,40.6,34.56,30.47,40.0
2021,8,Sorghum (yellow),Amhara,0.69,40.2,38.79,40.29,36.74,29.57,39.4
2021,9,Sorghum (yellow),Amhara,0.7038,39.51,40.2,39.11,38.56,28.24,39.37
2021,10,Sorghum (yellow),Amhara,0.7178,33.75,39.51,38.79,40.6,23.13,39.5
2021,11,Sorghum (yellow),Amhara,0.7322,34.85,33.75,40.2,40.29,22.5,37.82
2021,12,Sorghum (yellow),Amhara,0.7468,34.99,34.85,39.51,39.11,24.41,36.04
2022,1,Sorghum (yellow),Amhara,0.7652,38.97,34.99,33.75,38.79,34.56,34.53
2022,2,Sorghum (yellow),Amhara,0.7841,43.73,38.97,34.85,40.2,36.74,36.27
2022,3,Sorghum (yellow),Amhara,0.8034,47.14,43.73,34.99,39.51,38.56,39.23
2022,4,Sorghum (yellow),Amhara,0.8232,53.52,47.14,38.97,33.75,40.6,43.28
2022,5,Sorghum (yellow),Amhara,0.8434,56.24,53.52,43.73,34.85,40.29,48.13
2022,6,Sorghum (yellow),Amhara,0.8642,55.7,56.24,47.14,34.99,39.11,52.3
2022,7,Sorghum (yellow),Amhara,0.8855,52.78,55.7,53.52,38.97,38.79,55.15
2022,8,Sorghum (yellow),Amhara,0.9073,51.49,52.78,56.24,43.73,40.2,54.91
2022,9,Sorghum (yellow),Amhara,0.9296,53.39,51.49,55.7,47.14,39.51,53.32
2022,10,Sorghum (yellow),Amhara,0.9525,45.64,53.39,52.78,53.52,33.75,52.55
2022,11,Sorghum (yellow),Amhara,0.976,41.35,45.64,51.49,56.24,34.85,50.17
2022,12,Sorghum (yellow),Amhara,1.0,44.62,41.35,53.39,55.7,34.99,46.79
2023,1,Sorghum (yellow),Amhara,1.0222,50.38,44.62,45.64,52.78,38.97,43.87
2023,2,Sorghum (yellow),Amhara,1.045,51.65,50.38,41.35,51.49,43.73,45.45
2023,3,Sorghum (yellow),Amhara,1.0682,56.1,51.65,44.62,53.39,47.14,48.88
2023,4,Sorghum (yellow),Amhara,1.092,54.74,56.1,50.38,45.64,53.52,52.71
2023,5,Sorghum (yellow),Amhara,1.1162,62.95,54.74,51.65,41.35,56.24,54.16
2023,6,Sorghum (yellow),Amhara,1.1411,62.26,62.95,56.1,44.62,55.7,57.93
2023,7,Sorghum (yellow),Amhara,1.1664,57.49,62.26,54.74,50.38,52.78,59.98
2023,8,Sorghum (yellow),Amhara,1.1924,57.75,57.49,62.95,51.65,51.49,60.9
2023,9,Sorghum (yellow),Amhara,1.2189,55.57,57.75,62.26,56.1,53.39,59.17
2023,10,Sorghum (yellow),Amhara,1.246,48.71,55.57,57.49,54.74,45.64,56.94
2023,11,Sorghum (yellow),Amhara,1.2737,52.15,48.71,57.75,62.95,41.35,54.01
2023,12,Sorghum (yellow),Amhara,1.302,53.77,52.15,55.57,62.26,44.62,52.14
2024,1,Sorghum (yellow),Amhara,1.3173,64.03,53.77,48.71,57.49,50.38,51.54
2024,2,Sorghum (yellow),Amhara,1.3327,69.16,64.03,52.15,57.75,51.65,56.65
2024,3,Sorghum (yellow),Amhara,1.3483,69.75,69.16,53.77,55.57,56.1,62.32
2024,4,Sorghum (yellow),Amhara,1.3641,68.3,69.75,64.03,48.71,54.74,67.65
2024,5,Sorghum (yellow),Amhara,1.3801,72.56,68.3,69.16,52.15,62.95,69.07
2024,6,Sorghum (yellow),Amhara,1.3962,73.66,72.56,69.75,53.77,62.26,70.2
2024,7,Sorghum (yellow),Amhara,1.4126,69.93,73.66,68.3,64.03,57.49,71.51
2024,8,Sorghum (yellow),Amhara,1.4291,70.97,69.93,72.56,69.16,57.75,72.05
2024,9,Sorghum (yellow),Amhara,1.4459,66.58,70.97,73.66,69.75,55.57,71.52
2024,10,Sorghum (yellow),Amhara,1.4628,58.41,66.58,69.93,68.3,48.71,69.16
2024,11,Sorghum (yellow),Amhara,1.48,60.04,58.41,70.97,72.56,52.15,65.32
2024,12,Sorghum (yellow),Amhara,1.4973,61.2,60.04,66.58,73.66,53.77,61.68
2015,1,Sorghum (yellow),Benshangul-Gumuz,0.2882,15.66,,,,,
2015,2,Sorghum (yellow),Benshangul-Gumuz,0.2905,16.4,15.66,,,,15.66
2015,3,Sorghum (yellow),Benshangul-Gumuz,0.2929,17.59,16.4,,,,16.03
2015,4,Sorghum (yellow),Benshangul-Gumuz,0.2952,17.79,17.59,15.66,,,16.55
2015,5,Sorghum (yellow),Benshangul-Gumuz,0.2976,17.61,17.79,16.4,,,17.26
2015,6,Sorghum (yellow),Benshangul-Gumuz,0.3,17.89,17.61,17.59,,,17.66
2015,7,Sorghum (yellow),Benshangul-Gumuz,0.3024,17.1,17.89,17.79,15.66,,17.76
2015,8,Sorghum (yellow),Benshangul-Gumuz,0.3049,16.46,17.1,17.61,16.4,,17.53
2015,9,Sorghum (yellow),Benshangul-Gumuz,0.3073,16.12,16.46,17.89,17.59,,17.15
2015,10,Sorghum (yellow),Benshangul-Gumuz,0.3098,13.55,16.12,17.1,17.79,,16.56
2015,11,Sorghum (yellow),Benshangul-Gumuz,0.3123,13.5,13.55,16.46,17.61,,15.38
2015,12,Sorghum (yellow),Benshangul-Gumuz,0.3148,14.31,13.5,16.12,17.89,,14.39
2016,1,Sorghum (yellow),Benshangul-Gumuz,0.3166,17.86,14.31,13.55,17.1,15.66,13.79
2016,2,Sorghum (yellow),Benshangul-Gumuz,0.3185,17.99,17.86,13.5,16.46,16.4,15.22
2016,3,Sorghum (yellow),Benshangul-Gumuz,0.3204,19.95,17.99,14.31,16.12,17.59,16.72
2016,4,Sorghum (yellow),Benshangul-Gumuz,0.3223,19.17,19.95,17.86,13.55,17.79,18.6
2016,5,Sorghum (yellow),Benshangul-Gumuz,0.3242,19.52,19.17,17.99,13.5,17.61,19.04
2016,6,Sorghum (yellow),Benshangul-Gumuz,0.3261,18.64,19.52,19.95,14.31,17.89,19.55
2016,7,Sorghum (yellow),Benshangul-Gumuz,0.328,19.62,18.64,19.17,17.86,17.1,19.11
2016,8,Sorghum (yellow),Benshangul-Gumuz,0.3299,19.26,19.62,19.52,17.99,16.46,19.26
2016,9,Sorghum (yellow),Benshangul-Gumuz,0.3319,19.7,19.26,18.64,19.95,16.12,19.17
2016,10,Sorghum (yellow),Benshangul-Gumuz,0.3338,16.09,19.7,19.62,19.17,13.55,19.53
2016,11,Sorghum (yellow),Benshangul-Gumuz,0.3358,16.72,16.09,19.26,19.52,13.5,18.35
2016,12,Sorghum (yellow),Benshangul-Gumuz,0.3378,16.67,16.72,19.7,18.64,14.31,17.5
2017,1,Sorghum (yellow),Benshangul-Gumuz,0.3404,18.09,16.67,16.09,19.62,17.86,16.49
2017,2,Sorghum (yellow),Benshangul-Gumuz,0.3431,18.3,18.09,16.72,19.26,17.99,17.16
2017,3,Sorghum (yellow),Benshangul-Gumuz,0.3458,19.79,18.3,16.67,19.7,19.95,17.69
2017,4,Sorghum (yellow),Benshangul-Gumuz,0.3486,19.6,19.79,18.09,16.09,19.17,18.73
2017,5,Sorghum (yellow),Benshangul-Gumuz,0.3513,22.02,19.6,18.3,16.72,19.52,19.23
2017,6,Sorghum (yellow),Benshangul-Gumuz,0.3541,21.08,22.02,19.79,16.67,18.64,20.47
2017,7,Sorghum (yellow),Benshangul-Gumuz,0.3569,19.59,21.08,19.6,18.09,19.62,20.9
2017,8,Sorghum (yellow),Benshangul-Gumuz,0.3597,19.24,19.59,22.02,18.3,19.26,20.9
2017,9,Sorghum (yellow),Benshangul-Gumuz,0.3626,18.61,19.24,21.08,19.79,19.7,19.97
2017,10,Sorghum (yellow),Benshangul-Gumuz,0.3654,16.99,18.61,19.59,19.6,16.09,19.15
2017,11,Sorghum (yellow),Benshangul-Gumuz,0.3683,17.1,16.99,19.24,22.02,16.72,18.28
2017,12,Sorghum (yellow),Benshangul-Gumuz,0.3712,15.95,17.1,18.61,21.08,16.67,17.57
2018,1,Sorghum (yellow),Benshangul-Gumuz,0.3752,20.21,15.95,16.99,19.59,18.09,16.68
2018,2,Sorghum (yellow),Benshangul-Gumuz,0.3793,21.47,20.21,17.1,19.24,18.3,17.75
2018,3,Sorghum (yellow),Benshangul-Gumuz,0.3834,23.68,21.47,15.95,18.61,19.79,19.21
2018,4,Sorghum (yellow),Benshangul-Gumuz,0.3876,23.37,23.68,20.21,16.99,19.6,21.79
2018,5,Sorghum (yellow),Benshangul-Gumuz,0.3918,24.14,23.37,21.47,17.1,22.02,22.84
2018,6,Sorghum (yellow),Benshangul-Gumuz,0.396,22.85,24.14,23.68,15.95,21.08,23.73
2018,7,Sorghum (yellow),Benshangul-Gumuz,0.4003,22.01,22.85,23.37,20.21,19.59,23.45
2018,8,Sorghum (yellow),Benshangul-Gumuz,0.4046,21.07,22.01,24.14,21.47,19.24,23.0
2018,9,Sorghum (yellow),Benshangul-Gumuz,0.409,21.0,21.07,22.85,23.68,18.61,21.98
2018,10,Sorghum (yellow),Benshangul-Gumuz,0.4134,18.83,21.0,22.01,23.37,16.99,21.36
2018,11,Sorghum (yellow),Benshangul-Gumuz,0.4179,18.54,18.83,21.07,24.14,17.1,20.3
2018,12,Sorghum (yellow),Benshangul-Gumuz,0.4224,19.7,18.54,21.0,22.85,15.95,19.46
2019,1,Sorghum (yellow),Benshangul-Gumuz,0.4276,23.96,19.7,18.83,22.01,20.21,19.02
2019,2,Sorghum (yellow),Benshangul-Gumuz,0.4329,25.05,23.96,18.54,21.07,21.47,20.73
2019,3,Sorghum (yellow),Benshangul-Gumuz,0.4382,25.57,25.05,19.7,21.0,23.68,22.9
2019,4,Sorghum (yellow),Benshangul-Gumuz,0.4436,27.7,25.57,23.96,18.83,23.37,24.86
2019,5,Sorghum (yellow),Benshangul-Gumuz,0.4491,27.36,27.7,25.05,18.54,24.14,26.11
2019,6,Sorghum (yellow),Benshangul-Gumuz,0.4546,25.88,27.36,25.57,19.7,22.85,26.88
2019,7,Sorghum (yellow),Benshangul-Gumuz,0.4602,26.77,25.88,27.7,23.96,22.01,26.98
2019,8,Sorghum (yellow),Benshangul-Gumuz,0.4658,25.82,26.77,27.36,25.05,21.07,26.67
2019,9,Sorghum (yellow),Benshangul-Gumuz,0.4716,23.55,25.82,25.88,25.57,21.0,26.16
2019,10,Sorghum (yellow),Benshangul-Gumuz,0.4774,21.77,23.55,26.77,27.7,18.83,25.38
2019,11,Sorghum (yellow),Benshangul-Gumuz,0.4832,21.57,21.77,25.82,27.36,18.54,23.71
2019,12,Sorghum (yellow),Benshangul-Gumuz,0.4892,23.27,21.57,23.55,25.88,19.7,22.3
2020,1,Sorghum (yellow),Benshangul-Gumuz,0.4968,26.32,23.27,21.77,26.77,23.96,22.2
2020,2,Sorghum (yellow),Benshangul-Gumuz,0.5046,28.04,26.32,21.57,25.82,25.05,23.72
2020,3,Sorghum (yellow),Benshangul-Gumuz,0.5124,30.76,28.04,23.27,23.55,25.57,25.88
2020,4,Sorghum (yellow),Benshangul-Gumuz,0.5204,36.23,30.76,26.32,21.77,27.7,28.37
2020,5,Sorghum (yellow),Benshangul-Gumuz,0.5285,36.32,36.23,28.04,21.57,27.36,31.68
2020,6,Sorghum (yellow),Benshangul-Gumuz,0.5368,34.97,36.32,30.76,23.27,25.88,34.44
2020,7,Sorghum (yellow),Benshangul-Gumuz,0.5451,34.07,34.97,36.23,26.32,26.77,35.84
2020,8,Sorghum (yellow),Benshangul-Gumuz,0.5536,34.49,34.07,36.32,28.04,25.82,35.12
2020,9,Sorghum (yellow),Benshangul-Gumuz,0.5623,32.45,34.49,34.97,30.76,23.55,34.51
2020,10,Sorghum (yellow),Benshangul-Gumuz,0.571,25.89,32.45,34.07,36.23,21.77,33.67
2020,11,Sorghum (yellow),Benshangul-Gumuz,0.5799,24.84,25.89,34.49,36.32,21.57,30.94
2020,12,Sorghum (yellow),Benshangul-Gumuz,0.589,26.38,24.84,32.45,34.97,23.27,27.73
2021,1,Sorghum (yellow),Benshangul-Gumuz,0.6008,33.46,26.38,25.89,34.07,26.32,25.7
2021,2,Sorghum (yellow),Benshangul-Gumuz,0.6128,35.43,33.46,24.84,34.49,28.04,28.23
2021,3,Sorghum (yellow),Benshangul-Gumuz,0.625,37.13,35.43,26.38,32.45,30.76,31.76
2021,4,Sorghum (yellow),Benshangul-Gumuz,0.6375,38.6,37.13,33.46,25.89,36.23,35.34
2021,5,Sorghum (yellow),Benshangul-Gumuz,0.6502,39.47,38.6,35.43,24.84,36.32,37.05
2021,6,Sorghum (yellow),Benshangul-Gumuz,0.6632,38.73,39.47,37.13,26.38,34.97,38.4
2021,7,Sorghum (yellow),Benshangul-Gumuz,0.6765,38.25,38.73,38.6,33.46,34.07,38.93
2021,8,Sorghum (yellow),Benshangul-Gumuz,0.69,36.98,38.25,39.47,35.43,34.49,38.82
2021,9,Sorghum (yellow),Benshangul-Gumuz,0.7038,35.02,36.98,38.73,37.13,32.45,37.99
2021,10,Sorghum (yellow),Benshangul-Gumuz,0.7178,33.76,35.02,38.25,38.6,25.89,36.75
2021,11,Sorghum (yellow),Benshangul-Gumuz,0.7322,31.72,33.76,36.98,39.47,24.84,35.25
2021,12,Sorghum (yellow),Benshangul-Gumuz,0.7468,33.64,31.72,35.02,38.73,26.38,33.5
2022,1,Sorghum (yellow),Benshangul-Gumuz,0.7652,41.46,33.64,33.76,38.25,33.46,33.04
2022,2,Sorghum (yellow),Benshangul-Gumuz,0.7841,43.97,41.46,31.72,36.98,35.43,35.61
2022,3,Sorghum (yellow),Benshangul-Gumuz,0.8034,52.23,43.97,33.64,35.02,37.13,39.69
2022,4,Sorghum (yellow),Benshangul-Gumuz,0.8232,55.51,52.23,41.46,33.76,38.6,45.89
2022,5,Sorghum (yellow),Benshangul-Gumuz,0.8434,56.28,55.51,43.97,31.72,39.47,50.57
2022,6,Sorghum (yellow),Benshangul-Gumuz,0.8642,51.67,56.28,52.23,33.64,38.73,54.67
2022,7,Sorghum (yellow),Benshangul-Gumuz,0.8855,51.29,51.67,55.51,41.46,38.25,54.49
2022,8,Sorghum (yellow),Benshangul-Gumuz,0.9073,53.2,51.29,56.28,43.97,36.98,53.08
2022,9,Sorghum (yellow),Benshangul-Gumuz,0.9296,53.84,53.2,51.67,52.23,35.02,52.05
2022,10,Sorghum (yellow),Benshangul-Gumuz,0.9525,46.25,53.84,51.29,55.51,33.76,52.78
2022,11,Sorghum (yellow),Benshangul-Gumuz,0.976,46.43,46.25,53.2,56.28,31.72,51.1
2022,12,Sorghum (yellow),Benshangul-Gumuz,1.0,48.81,46.43,53.84,51.67,33.64,48.84
2023,1,Sorghum (yellow),Benshangul-Gumuz,1.0222,57.98,48.81,46.25,51.29,41.46,47.16
2023,2,Sorghum (yellow),Benshangul-Gumuz,1.045,58.68,57.98,46.43,53.2,43.97,51.07
2023,3,Sorghum (yellow),Benshangul-Gumuz,1.0682,59.77,58.68,48.81,53.84,52.23,55.16
2023,4,Sorghum (yellow),Benshangul-Gumuz,1.092,65.89,59.77,57.98,46.25,55.51,58.81
2023,5,Sorghum (yellow),Benshangul-Gumuz,1.1162,66.13,65.89,58.68,46.43,56.28,61.45
2023,6,Sorghum (yellow),Benshangul-Gumuz,1.1411,68.86,66.13,59.77,48.81,51.67,63.93
2023,7,Sorghum (yellow),Benshangul-Gumuz,1.1664,65.03,68.86,65.89,57.98,51.29,66.96
2023,8,Sorghum (yellow),Benshangul-Gumuz,1.1924,66.11,65.03,66.13,58.68,53.2,66.67
2023,9,Sorghum (yellow),Benshangul-Gumuz,1.2189,63.36,66.11,68.86,59.77,53.84,66.67
2023,10,Sorghum (yellow),Benshangul-Gumuz,1.246,56.12,63.36,65.03,65.89,46.25,64.83
2023,11,Sorghum (yellow),Benshangul-Gumuz,1.2737,57.11,56.12,66.11,66.13,46.43,61.86
